N,Method,Overall_mean,law_mean,psychology_mean,chemistry_mean,biology_mean,physics_mean,history_mean,economics_mean,math_mean,business_mean,philosophy_mean,health_mean,engineering_mean,computer_science_mean,other_mean,Overall_std,law_std,psychology_std,chemistry_std,biology_std,physics_std,history_std,economics_std,math_std,business_std,philosophy_std,health_std,engineering_std,computer_science_std,other_std
1,MV,50.26979456201329,32.11724137931034,58.00666666666668,44.53333333333334,69.57692307692308,47.49333333333333,45.93999999999999,57.48,51.13999999999999,54.724832214765094,42.14765100671141,58.157142857142865,40.65333333333333,49.97333333333333,51.83333333333334,9.351906453450692,3.0629619698157295,2.446757491502217,3.0955164709983736,2.364368136815951,2.8815427966436475,2.364731603280921,2.474007096010662,3.1906739100071,2.5173064323297845,2.807583981657972,2.424744884539823,3.5577520992896625,2.8408449447303528,2.359613904387278
1,dORM,50.26979456201329,32.11724137931034,58.00666666666668,44.53333333333334,69.57692307692308,47.49333333333333,45.93999999999999,57.48,51.13999999999999,54.724832214765094,42.14765100671141,58.157142857142865,40.65333333333333,49.97333333333333,51.83333333333334,9.351906453450692,3.0629619698157295,2.446757491502217,3.0955164709983736,2.364368136815951,2.8815427966436475,2.364731603280921,2.474007096010662,3.1906739100071,2.5173064323297845,2.807583981657972,2.424744884539823,3.5577520992896625,2.8408449447303528,2.359613904387278
1,dPRM,50.26979456201329,32.11724137931034,58.00666666666668,44.53333333333334,69.57692307692308,47.49333333333333,45.93999999999999,57.48,51.13999999999999,54.724832214765094,42.14765100671141,58.157142857142865,40.65333333333333,49.97333333333333,51.83333333333334,9.351906453450692,3.0629619698157295,2.446757491502217,3.0955164709983736,2.364368136815951,2.8815427966436475,2.364731603280921,2.474007096010662,3.1906739100071,2.5173064323297845,2.807583981657972,2.424744884539823,3.5577520992896625,2.8408449447303528,2.359613904387278
1,gORM,50.26979456201329,32.11724137931034,58.00666666666668,44.53333333333334,69.57692307692308,47.49333333333333,45.93999999999999,57.48,51.13999999999999,54.724832214765094,42.14765100671141,58.157142857142865,40.65333333333333,49.97333333333333,51.83333333333334,9.351906453450692,3.0629619698157295,2.446757491502217,3.0955164709983736,2.364368136815951,2.8815427966436475,2.364731603280921,2.474007096010662,3.1906739100071,2.5173064323297845,2.807583981657972,2.424744884539823,3.5577520992896625,2.8408449447303528,2.359613904387278
1,gPRM,50.26979456201329,32.11724137931034,58.00666666666668,44.53333333333334,69.57692307692308,47.49333333333333,45.93999999999999,57.48,51.13999999999999,54.724832214765094,42.14765100671141,58.157142857142865,40.65333333333333,49.97333333333333,51.83333333333334,9.351906453450692,3.0629619698157295,2.446757491502217,3.0955164709983736,2.364368136815951,2.8815427966436475,2.364731603280921,2.474007096010662,3.1906739100071,2.5173064323297845,2.807583981657972,2.424744884539823,3.5577520992896625,2.8408449447303528,2.359613904387278
1,Pass@N,50.26979456201329,32.11724137931034,58.00666666666668,44.53333333333334,69.57692307692308,47.49333333333333,45.93999999999999,57.48,51.13999999999999,54.724832214765094,42.14765100671141,58.157142857142865,40.65333333333333,49.97333333333333,51.83333333333334,9.351906453450692,3.0629619698157295,2.446757491502217,3.0955164709983736,2.364368136815951,2.8815427966436475,2.364731603280921,2.474007096010662,3.1906739100071,2.5173064323297845,2.807583981657972,2.424744884539823,3.5577520992896625,2.8408449447303528,2.359613904387278
2,MV,50.26979456201329,32.11724137931034,58.00666666666668,44.53333333333334,69.57692307692308,47.49333333333333,45.93999999999999,57.48,51.13999999999999,54.724832214765094,42.14765100671141,58.157142857142865,40.65333333333333,49.97333333333333,51.83333333333334,9.351906453450692,3.0629619698157295,2.446757491502217,3.0955164709983736,2.364368136815951,2.8815427966436475,2.364731603280921,2.474007096010662,3.1906739100071,2.5173064323297845,2.807583981657972,2.424744884539823,3.5577520992896625,2.8408449447303528,2.359613904387278
2,dORM,57.270109575847506,38.606896551724134,62.59333333333334,55.49333333333334,76.59230769230768,57.41333333333333,50.393333333333324,63.56666666666667,59.06666666666668,61.899328859060404,47.66442953020134,63.278571428571425,51.08666666666668,56.36,57.76666666666666,8.945341153426595,2.969492123588995,2.2007978351295927,3.195997496870108,2.118543096580999,2.6554430473609814,2.0614881356275934,2.4592230028563433,2.503331114069144,2.3246194704029457,2.3479959531846193,1.6384879789436533,3.203685377810998,2.5182357139694274,2.372762103540934
2,dPRM,57.0260987055175,39.324137931034485,63.08666666666666,54.62666666666667,76.57692307692308,56.65333333333333,50.60000000000001,63.91333333333332,59.05333333333332,60.845637583892604,47.51677852348994,63.12857142857142,49.65999999999999,55.70666666666666,57.67333333333334,8.950203291619385,2.8948763627773375,2.184094015070473,3.14369916570343,2.1216689868923555,2.952934510317189,2.0275875100994063,2.4759375328684405,2.6752860698541294,2.25051480780279,2.657582533318569,1.7136308272918352,3.413040352009399,2.5996922894835075,2.1509584426999555
2,gORM,58.24504702976022,38.88275862068966,63.13333333333332,56.37333333333333,76.41538461538461,60.13999999999999,51.32,65.13333333333334,63.36,62.919463087248324,48.10067114093961,63.28571428571429,49.50666666666666,58.33333333333333,58.52666666666668,9.17433070108714,3.051332528935564,2.1694853460363954,2.9171066334831006,2.277286873224054,3.0685429043041825,2.2489108474992956,2.523665764099693,2.8062153239629417,2.4884309585855577,2.4623739434929264,1.8708286933869713,3.211949909668927,2.55516905289824,2.257422325475575
